0.002500	 0.501250
0.005000	 0.502497
0.007500	 0.503741
0.010000	 0.504981
0.012500	 0.506219
0.015000	 0.507454
0.017500	 0.508686
0.020000	 0.509915
0.022500	 0.511141
0.025000	 0.512365
0.027500	 0.513585
0.030000	 0.514803
0.032500	 0.516019
0.035000	 0.517231
0.037500	 0.518441
0.040000	 0.519649
0.042500	 0.520853
0.045000	 0.522056
0.047500	 0.523256
0.050000	 0.524453
0.052500	 0.525648
0.055000	 0.526841
0.057500	 0.528032
0.060000	 0.529220
0.062500	 0.530406
0.065000	 0.531589
0.067500	 0.532771
0.070000	 0.533951
0.072500	 0.535128
0.075000	 0.536303
0.077500	 0.537477
0.080000	 0.538648
0.082500	 0.539817
0.085000	 0.540985
0.087500	 0.542150
0.090000	 0.543314
0.092500	 0.544476
0.095000	 0.545636
0.097500	 0.546795
0.100000	 0.547951
0.102500	 0.549107
0.105000	 0.550260
0.107500	 0.551412
0.110000	 0.552562
0.112500	 0.553711
0.115000	 0.554859
0.117500	 0.556004
0.120000	 0.557149
0.122500	 0.558292
0.125000	 0.559434
0.127500	 0.560574
0.130000	 0.561714
0.132500	 0.562852
0.135000	 0.563988
0.137500	 0.565124
0.140000	 0.566258
0.142500	 0.567392
0.145000	 0.568524
0.147500	 0.569655
0.150000	 0.570786
0.152500	 0.571915
0.155000	 0.573043
0.157500	 0.574171
0.160000	 0.575297
0.162500	 0.576423
0.165000	 0.577548
0.167500	 0.578672
0.170000	 0.579796
0.172500	 0.580918
0.175000	 0.582040
0.177500	 0.583162
0.180000	 0.584283
0.182500	 0.585403
0.185000	 0.586523
0.187500	 0.587642
0.190000	 0.588761
0.192500	 0.589879
0.195000	 0.590997
0.197500	 0.592115
0.200000	 0.593232
0.202500	 0.594349
0.205000	 0.595465
0.207500	 0.596582
0.210000	 0.597698
0.212500	 0.598814
0.215000	 0.599930
0.217500	 0.601046
0.220000	 0.602161
0.222500	 0.603277
0.225000	 0.604392
0.227500	 0.605508
0.230000	 0.606624
0.232500	 0.607739
0.235000	 0.608855
0.237500	 0.609971
0.240000	 0.611087
0.242500	 0.612203
0.245000	 0.613320
0.247500	 0.614437
0.250000	 0.615554
0.252500	 0.616671
0.255000	 0.617789
0.257500	 0.618907
0.260000	 0.620025
0.262500	 0.621144
0.265000	 0.622264
0.267500	 0.623384
0.270000	 0.624504
0.272500	 0.625625
0.275000	 0.626747
0.277500	 0.627869
0.280000	 0.628992
0.282500	 0.630115
0.285000	 0.631239
0.287500	 0.632364
0.290000	 0.633490
0.292500	 0.634617
0.295000	 0.635744
0.297500	 0.636872
0.300000	 0.638001
0.302500	 0.639131
0.305000	 0.640262
0.307500	 0.641394
0.310000	 0.642527
0.312500	 0.643661
0.315000	 0.644796
0.317500	 0.645932
0.320000	 0.647069
0.322500	 0.648208
0.325000	 0.649347
0.327500	 0.650488
0.330000	 0.651630
0.332500	 0.652773
0.335000	 0.653917
0.337500	 0.655063
0.340000	 0.656210
0.342500	 0.657359
0.345000	 0.658509
0.347500	 0.659660
0.350000	 0.660813
0.352500	 0.661967
0.355000	 0.663123
0.357500	 0.664280
0.360000	 0.665439
0.362500	 0.666599
0.365000	 0.667761
0.367500	 0.668925
0.370000	 0.670090
0.372500	 0.671257
0.375000	 0.672426
0.377500	 0.673596
0.380000	 0.674769
0.382500	 0.675943
0.385000	 0.677119
0.387500	 0.678296
0.390000	 0.679476
0.392500	 0.680658
0.395000	 0.681841
0.397500	 0.683026
0.400000	 0.684214
0.402500	 0.685403
0.405000	 0.686595
0.407500	 0.687788
0.410000	 0.688984
0.412500	 0.690182
0.415000	 0.691382
0.417500	 0.692584
0.420000	 0.693788
0.422500	 0.694995
0.425000	 0.696204
0.427500	 0.697415
0.430000	 0.698628
0.432500	 0.699844
0.435000	 0.701062
0.437500	 0.702282
0.440000	 0.703505
0.442500	 0.704730
0.445000	 0.705958
0.447500	 0.707188
0.450000	 0.708421
0.452500	 0.709656
0.455000	 0.710894
0.457500	 0.712134
0.460000	 0.713377
0.462500	 0.714622
0.465000	 0.715871
0.467500	 0.717122
0.470000	 0.718375
0.472500	 0.719631
