0.000625	 0.500313
0.001250	 0.500625
0.001875	 0.500937
0.002500	 0.501249
0.003125	 0.501561
0.003750	 0.501872
0.004375	 0.502183
0.005000	 0.502495
0.005625	 0.502806
0.006250	 0.503116
0.006875	 0.503427
0.007500	 0.503737
0.008125	 0.504047
0.008750	 0.504357
0.009375	 0.504667
0.010000	 0.504977
0.010625	 0.505286
0.011250	 0.505596
0.011875	 0.505905
0.012500	 0.506214
0.013125	 0.506522
0.013750	 0.506831
0.014375	 0.507139
0.015000	 0.507447
0.015625	 0.507755
0.016250	 0.508063
0.016875	 0.508371
0.017500	 0.508678
0.018125	 0.508986
0.018750	 0.509293
0.019375	 0.509600
0.020000	 0.509906
0.020625	 0.510213
0.021250	 0.510519
0.021875	 0.510825
0.022500	 0.511131
0.023125	 0.511437
0.023750	 0.511743
0.024375	 0.512048
0.025000	 0.512354
0.025625	 0.512659
0.026250	 0.512964
0.026875	 0.513269
0.027500	 0.513573
0.028125	 0.513878
0.028750	 0.514182
0.029375	 0.514486
0.030000	 0.514790
0.030625	 0.515094
0.031250	 0.515398
0.031875	 0.515701
0.032500	 0.516005
0.033125	 0.516308
0.033750	 0.516611
0.034375	 0.516914
0.035000	 0.517216
0.035625	 0.517519
0.036250	 0.517821
0.036875	 0.518123
0.037500	 0.518425
0.038125	 0.518727
0.038750	 0.519029
0.039375	 0.519331
0.040000	 0.519632
0.040625	 0.519933
0.041250	 0.520234
0.041875	 0.520535
0.042500	 0.520836
0.043125	 0.521137
0.043750	 0.521437
0.044375	 0.521737
0.045000	 0.522037
0.045625	 0.522337
0.046250	 0.522637
0.046875	 0.522937
0.047500	 0.523236
0.048125	 0.523536
0.048750	 0.523835
0.049375	 0.524134
0.050000	 0.524433
0.050625	 0.524732
0.051250	 0.525031
0.051875	 0.525329
0.052500	 0.525627
0.053125	 0.525926
0.053750	 0.526224
0.054375	 0.526522
0.055000	 0.526819
0.055625	 0.527117
0.056250	 0.527414
0.056875	 0.527712
0.057500	 0.528009
0.058125	 0.528306
0.058750	 0.528603
0.059375	 0.528900
0.060000	 0.529196
0.060625	 0.529493
0.061250	 0.529789
0.061875	 0.530086
0.062500	 0.530382
0.063125	 0.530678
0.063750	 0.530973
0.064375	 0.531269
0.065000	 0.531565
0.065625	 0.531860
0.066250	 0.532155
0.066875	 0.532450
0.067500	 0.532745
0.068125	 0.533040
0.068750	 0.533335
0.069375	 0.533630
0.070000	 0.533924
0.070625	 0.534219
0.071250	 0.534513
0.071875	 0.534807
0.072500	 0.535101
0.073125	 0.535395
0.073750	 0.535688
0.074375	 0.535982
0.075000	 0.536275
0.075625	 0.536569
0.076250	 0.536862
0.076875	 0.537155
0.077500	 0.537448
0.078125	 0.537741
0.078750	 0.538034
0.079375	 0.538326
0.080000	 0.538619
0.080625	 0.538911
0.081250	 0.539203
0.081875	 0.539496
0.082500	 0.539788
0.083125	 0.540079
0.083750	 0.540371
0.084375	 0.540663
0.085000	 0.540954
0.085625	 0.541246
0.086250	 0.541537
0.086875	 0.541828
0.087500	 0.542119
0.088125	 0.542410
0.088750	 0.542701
0.089375	 0.542992
0.090000	 0.543283
0.090625	 0.543573
0.091250	 0.543863
0.091875	 0.544154
0.092500	 0.544444
0.093125	 0.544734
0.093750	 0.545024
0.094375	 0.545314
0.095000	 0.545604
0.095625	 0.545893
0.096250	 0.546183
0.096875	 0.546472
0.097500	 0.546761
0.098125	 0.547051
0.098750	 0.547340
0.099375	 0.547629
0.100000	 0.547918
0.100625	 0.548206
0.101250	 0.548495
0.101875	 0.548784
0.102500	 0.549072
0.103125	 0.549361
0.103750	 0.549649
0.104375	 0.549937
0.105000	 0.550225
0.105625	 0.550513
0.106250	 0.550801
0.106875	 0.551089
